company_name,company_raw,is_staffing,company_id
Northern Aviation Services,Northern Aviation Services LLC,False,2382
Thompson Gray,Thompson Gray Inc.,False,2383
"Nextech Solutions, Llc-",NexTech Solutions,False,2384
Kizen Technologies,"KIZEN Technologies, Inc.",False,2385
South Coast Community Services,SOUTH COAST COMMUNITY SERVICES,False,2386
Medline Industries,"Medline Industries,LP",False,2387
Premier Medical Group Of The Hudson Valley,Premier Medical Group of the Hudson Valley,False,2388
Techstars,Techstars,False,2389
City And County Of Broomfield,City and County of Broomfield,False,2390
The Brookings Institution,The Brookings Institution,False,2391
Eben Ezer,Ebenezer,False,2392
L'Or̩al,L'Or̩al,False,2393
Bloomberg Polarlake,Bloomberg PolarLake,False,2394
Highland Heights,Highland Heights,False,2395
Hyperion Networks,Hyperion Networks,False,2396
Yoh Services,Yoh Services Llc,True,2397
Nexbillpay,Nexbillpay,False,2398
Unclassified,PDS Defense,False,2399
Sumeru,SUMERU INC,False,2400
United States Department of the Interior,Office of the Chief Procurement Officer,False,2401
Unclassified,Great Scotts Eatery Denver/Broomfield,False,2402
Mastech Company Limited,Mastech Inc.,False,2403
Lipari Foods,Lipari Foods,False,2404
North American Lighting,North American Lighting,False,2405
Unclassified,Flairworks Consulting,False,2406
Qualis Corporation,Qualis Corporation,True,2407
AgreeYa Solutions,AgreeYa Solutions,False,2408
Unclassified,Synergent Tech Solutions,False,2409
McKesson,McKesson Corporation,False,2410
Techgene Solutions,Techgene Solutions LLC,False,2411
Unclassified,Tetra Tech BlueWater,False,2412
Cliffs Natural Resources,Cleveland-Cliffs Inc.,False,2413
Vings Technologies,Vings Technologies,False,2414
Intelliswift Software,Intelliswift Software Inc,False,2415
Wipro,Wipro Technologies,False,2416
ADP,"ADP, Inc.",False,2417
First Tech Credit Union,First Technology Federal Credit Union,False,2418
Boston Technology Corporation,Boston Technology Corporation,False,2419
The Accuro Group,Accuro Group Inc,True,2420
Unclassified,Jab-Tek,False,2421
Travelzoo,Travelzoo,False,2422
Gibson Energy,Gibson Energy,False,2423
Michigan Biosciences Industry Association,MICHIGAN BIOSCIENCES INDUSTRY ASSOCIATION,False,2424
Sentara Healthcare,Sentara,False,2425
Better Business Bureau,Better Business Bureau,False,2426
Unclassified,Affinius Capital,False,2427
Advanced Technology Services,Advanced Technology Services,False,2428
Mountainseed Appraisal Management,MountainSeed Appraisal Management LLC,False,2429
Talent Software Services,"Talent Software Services, Inc",True,2430
NCH Healthcare System,NCH Healthcare System,False,2431
Lee Company,LEE,False,2432
Resource 1,"Resource 1, Inc.",False,2433
Centra Credit Union,Centra Credit Union,False,2434
Concept Software & Services,"Concept Software & Services, Inc.",False,2435
Etek It Services,"eTek IT Services, Inc.",False,2436
Valley Water,Valley Water,False,2437
Fatco Holdings,"FATCO Holdings, LLC",False,2438
Avtech Solutions,Avtech Solutions,False,2439
Taylor Corporation,TAYLOR CORPORATION,False,2440
Alignment Healthcare,Alignment Healthcare,False,2441
Prominds Business Consulting,Prominds Business Consulting Inc,False,2442
Cigna,CIGNA INTERNATIONAL HEALTH SERVICES BV,False,2443
Ortc,"ORTC, LLC",False,2444
Kipper Tool Company,Kipper Tool Company,False,2445
Freedomroads,"FreedomRoads, LLC",False,2446
Q2 Software,"Q2 Software, Inc.",False,2447
Wieland Group,Wieland Group,False,2448
The Gospel Coalition,The Gospel Coalition,False,2449
Merit Personnel And Consulting,Merit Personnel & Consulting,False,2450
Business & Legal Resources,Business & Legal Resources,False,2451
First Philadelphia Charter School,First Philadelphia Charter School,False,2452
Tomorrow Health,Tomorrow Health,False,2453
Guy Phinia,PHINIA Inc.,False,2454
Bluescope Coated Products,BlueScope Coated Products,False,2455
DePaul University,DePaul University,False,2456
Mindwave Solutions,MindWave Solutions,False,2457
Digital Prospectors,Digital Prospectors,True,2458
Campus Services,Campus Services,False,2459
Applied Optoelectronics,"Applied Optoelectronics, Inc.",False,2460
Janus Research Group,"JANUS Research Group, LLC",False,2461
Civco Medical Instruments,Civco Medical,False,2462
Unclassified,Broward Health Point,False,2463
Interstate Waste Services,Interstate Waste Services,False,2464
Sonoco Products,Sonoco Products Company,False,2465
Nmr Group,"NMR Group, Inc.",False,2466
Pittsburgh Penguins,Pittsburgh Penguins,False,2467
Kym Advisors,"KYM Advisors, Inc",False,2468
Fischer Homes,Fischer Homes,False,2469
L3Harris Technologies,"L3Harris Technologies, Inc.",False,2470
Beacon Systems,"Beacon Systems, Inc (BeaconGov)",False,2471
Digital Technologies,"Digital Technologies, Llc",False,2472
Simplified It Solutions,Simplified IT Solutions,False,2473
Goldman Sachs,Goldman Sachs & Co.,False,2474
Techgroup America,Techgroup America Inc.,False,2475
Tektronix,Tektronix,False,2476
Allied Resources Technical Consultants,Allied Resources Technical Consultants,False,2477
Millcreek Township School District,Millcreek Township School District,False,2478
Ally Logistics,Ally Logistics,False,2479
Unclassified,Valora Medical Group,False,2480
The Swift Group,The Swift Group,False,2481
Jam City,Jam City Inc,False,2482
Robin Hood Foundation,Robin Hood Foundation,False,2483
Brightside Windows And Siding,Brightside Windows,False,2484
Unclassified,Quantis.ai,False,2485
The Travel Corporation,The Travel Agency,False,2486
Mitek USA,MiTek USA Inc,False,2487
Kobie Properties Limited,Kobie,False,2488
Satya Soft Solutions,Satya Soft Solutions,False,2489
"Portland Public Schools, OR",Portland Public Schools Oregon,False,2490
Yahoo Holdings,Yahoo Holdings Inc.,False,2491
Emerson Electric,Emerson,False,2492
HCA Healthcare,HealthTrust,False,2493
Eli Lilly,Eli Lilly and Company,False,2494
TJX,"The TJX Companies, Inc",False,2495
Mindlance,Mindlance,True,2496
Vector Consulting,"Vector Consulting, Inc",False,2497
Magna International,Magna,False,2498
Nordson,Nordson,False,2499
Exmark Manufacturing Company,Exmark Manufacturing Co,False,2500
Veritiv Operating Company,Veritiv Operating Company,False,2501
The Scotts Company,The Scotts Company,False,2502
Convenientmd,CONVENIENTMD,False,2503
Stage 4 Solutions,Stage 4 Solutions Inc,False,2504
Memorial Sloan Hospital,Memorial Sloan,False,2505
Veradigm,Veradigm LLC,False,2506
Sanofi,(0207) Sanofi US Services Inc.,False,2507
MFS Investment Management,Mfs Investment Management,False,2508
IBM,Ibm Careers,False,2509
Brighthealth,Bright Health,False,2510
Atlas Machine And Supply,Atlas Machine And Supply,False,2511
TDS Telecom,TDS Telecom,False,2512
Consumer Direct Care Network,CONSUMER DIRECT CARE NETWORK,False,2513
Culmen International,Culmen International LLC,False,2514
Calgon Carbon Corporation,Calgon Carbon Corporation,False,2515
Delaware North,Delaware North,False,2516
McKesson,MCKESSON,False,2517
Unclassified,Haxant Technologies,False,2518
Texas Imaging,Texas Imaging,False,2519
Everest Technologies Co.,Everest Technologies,False,2520
Colorado Auto Finders,Colorado Auto Finders,False,2521
April Housing,April Housing,False,2522
Qlarant Quality Solutions,DELMARVA FOUNDATION FOR MEDICAL,False,2523
Circles.Life,Circles Life,False,2524
Partners Cooperative,Partners Cooperative Inc.,False,2525
Helius,Helius,False,2526
Kyrene School District,Kyrene School District,False,2527
Moody's Investors Service,"Moody's Investors Service, Inc.,",False,2528
Boulder Care,Boulder Care,False,2529
EchoStar,"EchoStar Corporation, LLC",False,2530
Veenus Infotechs Corporation,Veenus Infotechs,False,2531
Aicpa,AICPA,False,2532
CAT Technology,Cat software service,False,2533
Arizona Group,Chandler USD 80,False,2534
Infrahire,Infrahire,False,2535
Loginsoft Consulting,Loginsoft Consulting LLC,False,2536
Wolf Creek Nuclear Operating Corporation,Wolf Creek Nuclear Operating Corporation,False,2537
Crunchbase,Crunchbase,False,2538
Isenpai,iSenpai,False,2539
Unclassified,U469 (FCRS = US469) AAA USA Inc.,False,2540
University of Massachusetts,University of Massachusetts Chan Medical School,False,2541
Unclassified,"American Integrity Insurance Company of Florida, Inc.",False,2542
Fairweather,"Fairweather, LLC",False,2543
Stratacache,"Stratacache, Inc",False,2544
Mayer Brown,Mayer Brown LLP,False,2545
Cps Solutions,"CPS Solutions, LLC",False,2546
Avant,"Avant, LLC",False,2547
Unclassified,Seasonal Grams Inc.,False,2548
Southeast Missouri Behavioral Health,"Southeast Missouri Behavioral Health, Inc",False,2549
Moss Adams,Moss Adams,False,2550
Hydromax USA,Hydromax USA,False,2551
Altech Consulting,Altech Consulting LLC,False,2552
Air Communities,AIR Communities,False,2553
Novo Holdings,Novo Holdings,False,2554
Unclassified,Canoe Intelligence,False,2555
Kemet,KEMET Corporation,False,2556
Unclassified,"0035 Tyson Shared Services, Inc.",False,2557
Data Driven Detroit,Data Driven Detroit,False,2558
Biolegend,BioLegend Inc,False,2559
Vogrinc & Short,"Vogrinc & Short, Inc.",False,2560
Edify Technologies,"Edify Technologies, Inc.",False,2561
Vectra,Vectra,False,2562
Infinium Spirits,Infinium Spirits,False,2563
Bell Nursery,Bell Nursery,False,2564
Telesolv Consulting,TELESOLV CONSULTING INC,False,2565
Harry & David,Harry and David,False,2566
Unclassified,Elvis Presley Enterprises - A Great Place to Work!,False,2567
Siepe,Siepe,False,2568
Wonderbotz Llp,WonderBotz,False,2569
Tampa Electric,Tampa Electric Company,False,2570
Dorman Products,Dorman Products,False,2571
Black & Veatch,Black & Veatch Family of Companies,False,2572
Indotronix International Corporation,Indotronix International Corporation,True,2573
Datakind,DataKind,False,2574
Credit Acceptance Corporation,"Cogent IBS, Inc",False,2575
Farm Credit Services Of America,Farm Credit Services Of America,False,2576
Rubix Solutions,Rubix Solutions LLC,False,2577
Chase,Chase Corporation,False,2578
Vensoft,VEN SOFT LLC,False,2579
American Technology Consulting (Atc),American Technology Consulting LLC,False,2580
System Support,System Support,False,2581
B&A,B&A,False,2582
Kaleida Health,Kaleida Health,False,2583
Nbc Sports,NBC Sports,False,2584
Unisys,Unisys Corporation,False,2585
D Lee Edwards Realty,"D. Lee Edwards Realty, Inc",False,2586
Valve + Meter,Valve and Meter,False,2587
Net2Source,Net2source,True,2588
Korn/Ferry International,Korn Ferry,False,2589
Medequipped,MedEquipped,False,2590
Unclassified,940 Parsons Services Company,False,2591
City of New York,New York City Department of Transportation,False,2592
Stericycle,Stericycle Inc,False,2593
Af - Group,AF Group,False,2594
Calance,Calance,False,2595
Availity,AVAILITY,False,2596
Beacon Hill Staffing Group,Beacon Hill,True,2597
Ets Dental,ETS Dental,True,2598
McLaren Health Care,McLaren Health Care Corp,False,2599
Guardian,Guardian,False,2600
Ekaa Solutions,Ekaa Solutions Inc,False,2601
Unclassified,Tekcel8,False,2602
Salt Lake City ,bioMerieux SA Career Site,False,2603
State of New York,New York State Civil Service,False,2604
Stellarwins Solutions,StellarWins Solutions,False,2605
Spl Consulting,SPL Consulting Inc.,False,2606
Fiscalnote,FiscalNote,False,2607
Belcan,Belcan Services Group LLC,True,2608
Cloudflare,CloudFlare,False,2609
Paladin,PALADIN INC,True,2610
Tidi Products,TIDI PRODUCTS LLC,False,2611
Design Works Studios,Design Works Studios LLC,False,2612
Connexion,Connexion,False,2613
Mendocino County Office Of Education,Mendocino County Office Of Education,False,2614
Shipluxe,Shipluxe LLC,False,2615
Primed Physicians,PriMed Physicians,False,2616
Susquehanna University,Susquehanna University,False,2617
San Juan Regional Medical Center,San Juan Regional Medical Center,False,2618
Unclassified,Terrestris Global Solutions,False,2619
Cornerstone Defense,Cornerstone Defense,False,2620
Delta Community Credit Union,Delta Community Credit Union,False,2621
Parexel,Parexel,False,2622
Unclassified,"Bank of China, U. S",False,2623
Profit Recovery Partners,Profit Recovery Partners Llc,False,2624
Hensel Phelps Construction Company,Hensel Phelps Construction Co,False,2625
Lincare,Lincare Holdings,False,2626
Nuvative Solutions,"Nuvative, Inc.",False,2627
Luzon Technologies,Luzon Technologies,False,2628
Comtech International Limited,Comtech LLC,True,2629
Reed Exhibitions Limited,Reed Exhibitions,False,2630
First Interstate Bank,First Interstate Bank,False,2631
Brinker International,Brinker International,False,2632
Hoag Health System,Hoag Memorial Hospital Presbyterian,False,2633
Greyson Clothiers,Greyson Clothiers,False,2634
Culligan,Culligan,False,2635
Talex S.A.,TalEx,True,2636
Ukpeagvik Inupiat Corporation,Ukpeagvik Inupiat Corporation,False,2637
GlaxoSmithKline,GlaxoSmithKline,False,2638
Cbit Technologies,CBit Technologies,False,2639
Davenport University,Davenport University,False,2640
Leftbank Art Co,Leftbank Art,False,2641
Air Products & Chemicals,"Air Products and Chemicals, Inc.",False,2642
Blue Owl Capital,Blue Owl Capital Inc.,False,2643
Nuvolum,Nuvolum,False,2644
Unclassified,EMFOI,False,2645
Bucks County Community College,Bucks County Community College,False,2646
Bravura Information Technology Systems,Bravura Information Technology Systems Inc,False,2647
Unclassified,Grand Prospect International Communication Private Limited,False,2648
Anderson Frank,Anderson Frank,True,2649
Morris Insurance Agency,Morris Insurance Agency LLC,False,2650
Glencore,Glencore,False,2651
Unclassified,Clarity Salt,False,2652
Vedainfo,Vedainfo Inc.,False,2653
Sunrise Systems,Sunrise Systems,True,2654
Digiflight,DigiFlight Inc.,False,2655
Kent Companies,The Kent Companies,False,2656
Infomatics Incorporated,MSR Technology Group DBA Infomatics,False,2657
Rookwood Properties,Rookwood Properties,False,2658
Axient,"Axient, LLC",False,2659
Star Future,Star Future Inc.,False,2660
Stratascorp,StratasCorp,False,2661
Intellinum,Intellinum Inc,False,2662
Tindall Corporation,Tindall Corporation,False,2663
Paragon Films,PARAGON FILMS INC,False,2664
Unclassified,Eagle Creek Cannabis,False,2665
Central Texas College,Central Texas College,False,2666
"Tradition Senior Living, Lp",Tradition Senior Living,False,2667
Pmo Partners,"PMO Partners, LLC",True,2668
Johnson Controls,"Johnson Controls, Inc.",False,2669
Alpha Silicon,Alpha Silicon,False,2670
Unclassified,"Guardians Infotech, LLC",False,2671
Nexen Tire America,Nexen Tire America,False,2672
Bison Group,Bison Group LLC,False,2673
Themesoft,Themesoft Inc,True,2674
Unclassified,Invesco Mutual Fund,False,2675
Creative Financial Staffing,Creative Financial Staffing,True,2676
Fullscript,Fullscript,False,2677
Aara Technologies Private Limited,AaraTechnologies Inc,False,2678
Thinking Minds,Thinking Minds Inc.,False,2679
Providence,Providence Health \u0026 Services,False,2680
Empire Distributors,Empire Distributors,False,2681
Amtex Enterprises,Amtex Enterprises,True,2682
Zions Bank,Zions Bancorporation,False,2683
Nw Recruiting Partners,NW Recruiting Partners,True,2684
Abacus Service Corporation,Abacus Service Corporation,True,2685
S & R Corporation,S R INTERNATIONAL INC,False,2686
Unclassified,Ezee Fiber,False,2687
Epb,EPB,False,2688
Globalquest Staffing Solutions,Globalquest Staffing Solutions,True,2689
Lutheran Church Extension Fund,Lutheran Church Extension Fund,False,2690
Jamison Professional Services,Jamison Professional Services Inc,True,2691
Regeneron Pharmaceuticals,"Regeneron Pharmaceuticals, Inc.",False,2692
Gatekeeper Systems,GATEKEEPER SYSTEMS,False,2693
Kvra Tech,KVRA Tech Inc,False,2694
Logan Health,Logan Health,False,2695
Comrise,"Comrise, Inc.",True,2696
Mythics,"Mythics, Inc",False,2697
Mount Sinai Health System,Mount Sinai,False,2698
Equiliem,Equiliem,True,2699
Cleo Consulting,Cleo Consulting Inc.,False,2700
Stripe,"Stripe, Inc",False,2701
Nextgen Federal Systems,NextGen Federal Systems,False,2702
Cathay Bank,Cathay Bank,False,2703
Dematic,Dematic Corp,False,2704
Lincoln Electric,The Lincoln Electric Company,False,2705
Smithrx,SmithRx,False,2706
Americold Logistics,"Americold Logistics, LLC.",False,2707
Hydrogen Group,Hydrogen Group plc,True,2708
PepsiCo,PepsiCo Corp,False,2709
Jdm Solutions,JDM Solutions LLC,False,2710
Unclassified,CygnusPro Software Solutions Pvt Ltd,False,2711
Aanseacore,AANSEACORE INC.,False,2712
Little Friends,Little Friends Inc,False,2713
Endurance Services,Endurance Services Limited (US),False,2714
Gifthealth,Gifthealth,False,2715
Wheels International Limited,"Wheels, Inc.",False,2716
ZoomInfo Technologies,"ZoomInfo technologies, LLC",False,2717
Zimmerman Reed,Zimmerman Reed,False,2718
Chemtreat,ChemTreat,False,2719
Infosys,Infosys Technologies,False,2720
Hinderliter De Llamas And Associates,Hinderliter de Llamas & Associates,False,2721
Firstenroll,"FirstEnroll, LLC",False,2722
First Bank & Trust,First Bank & Trust,False,2723
NorthShore University HealthSystem,NorthShore University HealthSystem,False,2724
D&G Support Services,"D&G Support Services, LLC",False,2725
Dimensional,dimensional,False,2726
Everythingd,EverythingD,False,2727
Netimpact Strategies,NetImpact Strategies,False,2728
Vertisystem,VertiSystem Inc,False,2729
Devselect,DevSelect,False,2730
Professional Technology Integration,Professional Technology Integration Inc.,True,2731
Ttx Company,TTX.,False,2732
AtkinsR̩alis,AtkinsRalis USA Inc.,False,2733
Uline,ULINE,False,2734
Ventois,"Ventois, Inc",False,2735
Macro Solutions Agency,"Macro Solutions, Inc.",False,2736
Clear Street,Clear Street LLC,False,2737
Federal Reserve Bank,12L Federal Reserve Bank of San Francisco,False,2738
Cwi,"CWI, LLC",False,2739
Unclassified,Techsuffice,False,2740
Unclassified,"03 TDW (US), Inc.",False,2741
Digital 2.0,AND Digital,True,2742
Orion Talent,Orion Talent,True,2743
Talentfactor,Talentfactor Inc,False,2744
Kearny Bank,Kearny Bank,False,2745
"Innovative Technologies, Sarl",Innovative Technologies Corporation,False,2746
The Mena Catalysts,"The MENA Catalysts, Inc.",False,2747
Aclat,Aclat Inc,False,2748
Applied Materials,"Applied Materials, Inc.",False,2749
MDMS Recruiting,MDMS Recruiting,True,2750
Rosco Vision Systems,"Rosco, Inc DBA Rosco Vision",False,2751
Unclassified,T2S Solutions,False,2752
Relogistics Services,"RELOGISTICS SERVICES, LLC.",False,2753
Genesis Consulting,Genesis Consulting LLC,False,2754
Unclassified,I Think Services,False,2755
Alithya Ranzal,Alithya Ranzal LLC,False,2756
Unclassified,Parkar Digital,False,2757
Xerox,Xerox,False,2758
Unclassified,Vibrantz Technologies,False,2759
Fluke Electronics Corporation,Fluke Electronics Corporation,False,2760
Advantage Technical,"Advantage Tech, Inc.",False,2761
Arrow Electronics,"Arrow Electronics, Inc.",False,2762
Grid Iron IT,Gridiron IT Solutions,True,2763
Resource Informatics Group,Resource Informatics Group,False,2764
Daikin,Daikin,False,2765
Embry-Riddle Aeronautical University,Embry-Riddle Aeronautical University,False,2766
Icrush Technologies,iCrush Technologies LLC,False,2767
University of Alaska,University of Alaska,False,2768
KAnand,K Anand Corporation,False,2769
C4 Technical Services,C4 Technical Services,True,2770
Orion Innovation,Orion Innovation,False,2771
Systems Integration Solutions,"Systems Integration Solutions, Inc.",False,2772
Robustware,Robustware,False,2773
The Hartford,"The Hartford Financial Services Group, Inc.",False,2774
KMRG Holdings,"Kmrg, Llc",False,2775
Broward County,Broward County,False,2776
Astellas Pharma,"Astellas Pharma US, Inc.",False,2777
Unclassified,SEDGWICK GOVERNMENT SOLUTIONS,False,2778
Mergen It,Mergen IT LLC,False,2779
NiSource,012 NiSource Corporate Services Co,False,2780
Bloomberg Industry Group,Bloomberg Industry Group,False,2781
Mercedes-Benz Group,Mercedes-Benz R&D North America,False,2782
Global Credit Union,Global Credit Union,False,2783
Dish,DISH Network,False,2784
Ericsson,ERICSSON INC,False,2785
California State University,"California State University, Long Beach",False,2786
Pronix,Pronix Inc,False,2787
Transamerica Technology Services,TransAmerica Technology Services,False,2788
Silotech Group,Silotech Group,False,2789
Tempworks Software,TempWorks Software,False,2790
Randolph-Macon College,Randolph-Macon College,False,2791
Main Line Health,Main Line Health,False,2792
Mimecast North America,"Mimecast North America, Inc.",False,2793
The Vincit Group,The Vincit Group,False,2794
Ojus,OJUS LLC,False,2795
IDC,IDC,False,2796
Rippling,Rippling,False,2797
Citigroup,"10976 Citi Fund Services Ohio, Inc.",False,2798
Cookeville Regional Medical Center,Cookeville Regional Medical Center,False,2799
Miracle Software Systems,"Miracle Software Systems, Inc",False,2800
University of Utah,University Of Utah,False,2801
Pennrose,Pennrose,False,2802
Continuum Medical Staffing,Continuum Medical Staffing,True,2803
Unclassified,Washington State Hospit,False,2804
Franklin County Data Center,Franklin County Data Center,False,2805
Altarum,Altarum,False,2806
Imperial Dade,Imperial Dade,False,2807
University Of The District Of Columbia,University of the District of Columbia,False,2808
Belimo Americas (canada),Belimo Americas,False,2809
Groth Corporation,Groth Corporation,False,2810
Airbus,"Airbus Americas, Inc.",False,2811
Global Channel Management,Global Channel Management,True,2812
Unclassified,Altais Health Solutions,False,2813
Black Box Corporation,Black Box,False,2814
Nextxap,"NextXap, Inc.",False,2815
USfalcon,"USfalcon, Inc",False,2816
Consumer Cellular,"Consumer Cellular, Inc.",False,2817
Zilliant,"Zilliant, Inc.",False,2818
Johns Hopkins,Johns Hopkins University Applied Physics Laborator,False,2819
Dominium Management Services,Dominium Management Services,False,2820
Buxton Consulting,Buxton Consulting,False,2821
Safety National Casualty Corp,Safety National Casualty Corporation,False,2822
Concordia University,Concordia University - Irvine Ca,False,2823
Stevens Institute of Technology,Stevens Institute of Technology,False,2824
Csa,CSA,True,2825
Citgo,CITGO Petroleum Corporation,False,2826
SAS Retail Services,SAS Retail Services,False,2827
EPAM Systems,"EPAM Systems, Inc.",False,2828
Comtec Sarl,COMTEC,False,2829
Cape Cod Healthcare,Cape Cod Healthcare Inc.,False,2830
Unclassified,"Follett Products, LLC",False,2831
Rockstar,RockStar Games Inc.,False,2832
Feditc,FEDITC LLC.,False,2833
Nexo Global,Nexo Global Inc.,False,2834
Unclassified,eCommerce Business Prime,False,2835
Carney,Team Carney,False,2836
Loandepot,"loanDepot.com, LLC",False,2837
Techtenango,TechTenango,False,2838
UF Health Shands Hospital,"Shands Teaching Hospital and Clinics, Inc dba UF Health Shands Hospital",False,2839
Department Of Taxation,Department of Taxation,False,2840
Techop Solutions International,TechOp Solutions International,False,2841
New York City Economic Development Corporation,New York City Economic Development Corporation,False,2842
Synchrony,Synchrony Financial,False,2843
Fujifilm,Fujifilm,False,2844
Genmab,Genmab,False,2845
The Judge Group,"Judge Group, Inc.",True,2846
Libertycom,Libertycom,False,2847
Radcube | Rapid Technology Solutions,RADcube,False,2848
Gemini Consulting Services,Gemini Consulting Services,False,2849
Black & Veatch,Black & Veatch,False,2850
Techaffinity Consulting,Techaffinity Consulting,True,2851
Athenahealth,"athenahealth, Inc.",False,2852
Accede,Accede LLC,False,2853
SAIC,Saic,False,2854
Lodestar Consulting,"Lodestar Consulting, Inc.",False,2855
University of California,University of California Santa Cruz,False,2856
Inteliblue,Inteliblue LLC,False,2857
Unclassified,United Softw,False,2858
Primus Software Corporation,Primus Software Corp,False,2859
Spaulding Rehabilitation Hospital,Spaulding Rehabilitation,False,2860
Unclassified,OmniFlex Consulting LLC,False,2861
Jobs.Sl,Jobs,True,2862
Unclassified,I.T. Co.,False,2863
Accenture,Accenture Federal Services,False,2864
Cherokee Nation,Cherokee Federal,False,2865
Eversource Energy,EVERSOURCE,False,2866
Cenergy,Cenergy International,False,2867
Mars Incorporated,"Mars, Incorporated",False,2868
Carle Foundation Hospital,Carle Foundation Hospital,False,2869
Dlr Group,DLR Group,False,2870
Eclipse Wholesale,Eclipse wholesale inc,False,2871
School District Of Manatee County,School District of Manatee County,False,2872
Popular Bank,Popular Bank,False,2873
NB Aurora Holdings Limited,NB Aurora,False,2874
Encore Global,Encore Global,False,2875
Central Utah Water Conservancy District,CENTRAL UTAH WATER CONSERVANCY DISTRICT,False,2876
Synergy Global Technologies,Synergy Global Technologies Inc.,False,2877
Iitjobs,IITJobs,True,2878
Alliance Laundry Systems,ALLIANCE LAUNDRY SYSTEMS,False,2879
Optimized Payments,Optimized Payments LLC,False,2880
Envu,Envu,False,2881
S&F Investments,S & F Investments Inc,False,2882
Inalab Consulting,Inalab Consulting Inc.,True,2883
Viva Tech Solutions LTD,Viva Tech Solutions,False,2884
Karma Consulting,Karma Consulting Inc.,False,2885
Zayo Group,Zayo Group,False,2886
Unclassified,MNA-OH,False,2887
Transquared,TranSquared inc,False,2888
Patreon,Patreon,False,2889
Crox International,The Crox Group,False,2890
Red Sun Corporation,Red Sun Technology,False,2891
Design Within Reach,DESIGN WITHIN REACH,False,2892
[Rh] Hotels,Hotels.com,False,2893
Conning,Conning & Company,False,2894
Condado Tacos,Condado Tacos,False,2895
Terumo,Terumo,False,2896
Pbk Architects,PBK Architects,False,2897
Unclassified,Dunkin 190 Pond Street Donuts LLC,False,2898
Information Technology Senior Management Forum (Itsmf),Information Technology Senior Management Forum,False,2899
Vail Resorts,Vail Resorts Corporate,False,2900
RemX,RemX Specialty Staffing,True,2901
Indepth Engineering Solutions,"InDepth Engineering Solutions, LLC",True,2902
The Surplus Line Association Of California,The Surplus Line Association of California,False,2903
Ronald Mcdonald House Charities Of Tampa Bay,Ronald McDonald House Charities of Tampa Bay,False,2904
Vanderbilt Mortgage And Finance,Vanderbilt Mortgage,False,2905
Stadium Gaming,Stadium Gaming,False,2906
Zing Recruiting,Zing Recruiting NJ -- a Peoplelink Company,True,2907
IDEX,IDEX,False,2908
Reveille,Reveille,False,2909
Aegis Aerospace,Aegis Aerospace,False,2910
Asana,Asana,False,2911
Green Dot Corporation,Green Dot Corporation,False,2912
Ispa,ISPA Technology,False,2913
The Avery Group,"The Avery Group, LLC",False,2914
Unclassified,TSNE - Third Sector New England,False,2915
United States Government,Social Security Administration,False,2916
City Of Olathe,"City of Olathe, KS",False,2917
Doctors Hospital of Augusta,Doctors Hospital of Augusta,False,2918
Unclassified,CerroAlto Digital LLC,False,2919
"Tech-Marine Business, Inc. (Tmb)","Tech-Marine Business, Inc.",False,2920
Lynker Technologies,Lynker Technologies,False,2921
Unclassified,Absoluteeldercare,False,2922
Silver-Xis,"Silver Xis, Inc.",False,2923
Raise,Raise,False,2924
Tpi Composites,"TPI Composites, Inc",False,2925
Diagnostica Stago,"Diagnostica Stago, Inc.",False,2926
Candid International Limited,Candid,False,2927
Silicon Valley Talent,Valley Talent Co.,False,2928
Ogilvy & Mather,Ogilvy,False,2929
ENSCO,Ensco Inc.,False,2930
Woodward,"Woodward, Inc.",False,2931
N̦ra,NORA,False,2932
Supermicro,Super Micro Computer Inc,False,2933
Belk,"Belk, Inc.",False,2934
Ufp Technologies,UFP Technologies,False,2935
Unclassified,https://www.owu.edu/about/offices-services-directory/human-resources/career-information/job-openings,False,2936
Compsciprep,Compsciprep LLC,False,2937
College Of Saint Benedict,The College of Saint Benedict and Saint John's University,False,2938
Lactalis,Lactalis USA,False,2939
Unclassified,2UniFi,False,2940
Cloud Analytics Technologies,Cloud Analytics Technologies LLC,False,2941
adidas,Adidas,False,2942
HMG America,HMG America,False,2943
Lockheed Martin,Lockheed Martin Corporation,False,2944
Oregon Health Authority,Oregon Health Authority,False,2945
Trivium Packaging,Trivium Packaging,False,2946
Live Nation,"Live Nation Entertainment, Inc.",False,2947
MSYS,MSYS Inc.,False,2948
Oxy Agency,"OXY, Inc.",False,2949
Kalera,Kalera,False,2950
Ifes,IFES,False,2951
MasterBrand Cabinets,MasterBrand Cabinets LLC,False,2952
St Mary's Healthcare,St. Mary's Healthcare,False,2953
Ticketmaster,Ticketmaster,False,2954
"Nabors Industries, Ltd.",Nabors Industries Ltd.,False,2955
Unclassified,Saudi Basic Industries,False,2956
Illumina,"Illumina, Inc.",False,2957
Pds Health,PDS Health,False,2958
ENSCO,"Ensco, Inc.",False,2959
Adobe,Adobe Inc.,False,2960
Stryker,Stryker Corporation,False,2961
Hadiamondstar Software Solutions,Hadiamondstar Software Solutions LLC,False,2962
Miami University,Miami University,False,2963
Unclassified,US Administration for Children and Families,False,2964
Albany Medical Center,100 Albany Med Health System,False,2965
Acruex,Acruex Inc.,True,2966
Providence St. Joseph Health,Providence St. Joseph Health,False,2967
Foodbuy USA,Foodbuy,False,2968
